IDTC;DDCC
98838;12/09/2009
59423;30/11/2011
145818;29/11/2011
36873;25/11/2011
332;31/08/2011
11600;07/12/2011
145102;30/11/2010
144715;27/11/2010
126159;22/07/2011
105463;11/03/2011
26271;11/11/2010
140428;23/11/2010
140428;22/11/2010
96403;16/11/2010
32770;01/12/2011
100917;27/12/2011
79228;23/12/2011
87553;21/10/2010
22781;12/12/2011
16164;27/09/2011
126162;27/07/2012
112259;24/07/2012
19511;11/07/2012
75287;22/12/2011
11569;12/12/2011
105800;12/12/2011
20071;31/12/2011
124984;30/12/2011
42760;27/12/2011
79228;20/12/2011
115328;05/03/2012
140570;25/04/2012
104948;02/12/2011
104948;01/12/2011
52175;30/09/2011
129104;23/08/2011
78315;29/03/2012
46581;08/03/2012
87266;02/12/2011
18088;27/06/2011
9502;23/06/2011
103815;26/09/2011
59237;08/09/2011
119168;06/04/2010
82606;11/05/2010
44364;08/05/2010
84636;17/06/2011
47801;20/05/2011
144505;31/05/2011
28784;27/05/2011
145562;08/02/2010
126507;02/02/2010
70317;30/01/2012
71599;29/01/2012
102001;27/01/2012
68139;27/01/2012
113241;27/01/2012
147090;13/05/2011
147089;13/05/2011
142616;10/05/2011
128263;06/05/2011
54399;06/04/2012
10524;15/01/2013
140432;27/09/2011
98993;18/01/2012
54743;05/04/2012
54397;23/04/2012
1797;11/04/2012
1121;07/09/2011
15152;01/09/2011
102331;26/09/2011
112882;26/09/2011
21053;15/09/2011
115903;09/09/2011
35072;04/02/2012
54128;04/02/2012
131701;29/02/2012
116556;06/02/2012
96803;06/02/2012
11328;14/02/2012
33563;14/02/2012
25916;14/02/2012
108345;13/02/2012
83254;14/02/2012
3752;16/02/2012
98982;14/02/2012
129461;14/02/2012
115658;31/01/2013
47317;28/01/2013
92659;29/01/2013
57719;28/01/2013
33411;24/01/2013
37780;24/01/2013
123671;24/01/2013
5799;13/02/2012
108346;29/01/2013
1533;27/07/2011
89164;30/05/2012
67986;25/05/2012
141430;24/05/2012
48809;22/01/2013
54718;22/01/2013
132398;30/07/2011
30842;24/09/2012
82616;19/09/2012
34866;13/09/2012
145489;19/09/2012
140838;14/05/2012
6685;09/05/2012
20028;11/05/2012
2608;04/05/2012
111533;03/05/2012
135609;17/01/2012
95198;12/01/2012
7339;13/01/2012
2907;12/01/2012
1923;05/09/2012
116642;18/01/2012
28787;18/01/2012
137585;09/03/2012
139813;03/01/2012
111678;21/09/2011
82828;31/07/2012
40526;24/07/2012
53232;17/07/2012
2660;08/03/2012
89720;30/01/2013
26579;27/02/2013
55701;18/01/2013
7040;18/01/2013
141587;12/06/2012
57539;27/02/2013
56135;20/02/2013
93810;07/02/2013
116550;24/01/2013
80119;31/01/2012
140436;08/01/2013
95595;07/01/2013
109061;04/01/2013
711;07/02/2012
51558;08/02/2012
52740;06/02/2012
41471;12/10/2012
129821;18/01/2012
55493;19/01/2012
113233;14/01/2012
42923;28/12/2011
114790;16/02/2012
94941;29/10/2012
97055;29/10/2012
30129;19/10/2012
80918;17/10/2012
53179;08/10/2012
90111;03/10/2012
130016;05/10/2012
19154;05/10/2012
46902;25/09/2012
9470;01/10/2012
23315;30/06/2011
143478;23/06/2011
61670;04/07/2012
79542;06/03/2012
16268;15/03/2012
89177;05/03/2012
1923;04/09/2012
110292;05/09/2012
147090;15/06/2011
114529;10/06/2011
69414;18/12/2012
138515;16/10/2011
95787;06/03/2012
146197;18/04/2012
55004;02/04/2012
93825;18/12/2012
29360;12/08/2011
146291;10/08/2011
135933;11/08/2011
211;12/10/2011
90316;03/10/2011
26516;10/10/2011
1280;23/08/2011
7691;18/10/2011
7990;07/10/2011
139127;05/10/2011
146431;03/10/2011
5208;31/08/2011
99778;31/08/2011
140599;30/08/2011
115902;16/08/2011
110327;10/08/2011
116547;03/08/2011
54084;03/09/2012
30645;03/06/2012
143798;25/02/2013
26149;18/02/2013
10524;15/01/2013
146296;29/08/2011
144287;20/06/2012
4023;26/06/2012
95103;26/06/2012
119;25/06/2012
9142;23/06/2012
109598;15/06/2011
90247;06/06/2011
12472;23/05/2011
15798;01/08/2011
8882;23/06/2011
11563;17/06/2011
93842;07/02/2012
30112;07/02/2012
86207;12/05/2011
123632;05/05/2011
139816;08/02/2012
101657;06/02/2012
53283;06/02/2012
57711;06/02/2012
98993;06/02/2012
114138;06/02/2012
23844;06/02/2012
1883;04/02/2012
11690;06/02/2012
109995;07/02/2012
26244;06/02/2012
86182;03/02/2012
89145;27/02/2012
115124;27/02/2012
131448;23/02/2012
112219;03/02/2012
3448;10/02/2012
130039;02/02/2012
14515;30/01/2012
145055;09/02/2012
12580;11/02/2012
58458;10/02/2012
112823;16/05/2012
69992;14/05/2012
20030;10/04/2012
11208;25/10/2012
139943;29/05/2012
147090;10/02/2012
89298;13/02/2012
55008;16/03/2012
129823;16/02/2012
4812;17/02/2012
11636;13/02/2012
11432;15/02/2012
67286;24/11/2011
68168;23/11/2011
96900;20/11/2011
48812;13/02/2012
96611;29/11/2011
18627;23/08/2011
92084;30/08/2012
9680;14/11/2011
25136;07/11/2011
81791;17/01/2008
74132;21/01/2008
28163;04/01/2008
127565;08/08/2012
139971;02/08/2012
113563;03/01/2008
45159;02/06/2010
70463;05/03/2008
15800;04/08/2008
63247;22/07/2008
132398;26/08/2008
46927;14/06/2010
111233;05/07/2008
130075;07/05/2008
77640;13/05/2008
143870;29/05/2008
73654;15/05/2008
52460;05/08/2008
51844;26/08/2008
46851;06/08/2008
143869;08/07/2008
143927;30/06/2008
75425;13/05/2008
141371;25/06/2010
38648;19/05/2008
89770;29/05/2008
21156;05/05/2008
109540;02/05/2008
122168;29/08/2012
95932;22/08/2012
46106;22/06/2010
54391;14/11/2012
66573;03/11/2012
85542;27/11/2012
87640;27/11/2012
120062;24/11/2012
110437;19/11/2012
28616;20/12/2007
41377;19/12/2007
12476;07/12/2007
109541;17/01/2008
641;24/01/2008
98766;08/01/2008
109541;26/01/2008
